epoch,test_acc,test_auc,mean_train_acc,mean_train_auc,mean_train_crossentropy_loss_during_epoch
70,0.937888199,0.951433376,0.991147541,0.9994015,0.031645073
71,0.934782609,0.948337919,0.993934426,0.999830285,0.01796587
72,0.931677019,0.949923865,0.996885246,0.999973687,0.009747722
73,0.940993789,0.954206402,0.996885246,0.999977018,0.010242639
74,0.934782609,0.954464976,0.994590164,0.999873796,0.015633958
75,0.937888199,0.950534854,0.99557377,0.999928445,0.01292505
76,0.934782609,0.950790782,0.997213115,0.99993445,0.010522552
77,0.937888199,0.953790305,0.997406855,0.999994575,0.008263404
78,0.937888199,0.954124088,0.996453055,0.999942168,0.009597204
79,0.934782609,0.95567388,0.99852459,0.999997686,0.005678115
80,0.928571429,0.953924602,0.998196721,0.999981122,0.004734275
81,0.937888199,0.955445304,0.99757079,0.999959705,0.009862055
82,0.940993789,0.955461037,0.998852459,0.999986438,0.004560937
83,0.934782609,0.95433571,0.996974665,0.999899507,0.009063082
84,0.928571429,0.952648292,0.997213115,0.999900011,0.00812097
85,0.928571429,0.955252591,0.999016393,0.999987122,0.004107311
86,0.937888199,0.954284148,0.997898659,0.9999294,0.007231368
87,0.934782609,0.953502514,0.998852459,1,0.003481532
88,0.937888199,0.954553408,0.999672131,1,0.00230246
89,0.934782609,0.953412334,0.998688525,0.999992207,0.005858201
90,0.934782609,0.955225399,0.998718331,0.99998039,0.005123857
91,0.928571429,0.955153501,0.999016393,1,0.00297399
92,0.934782609,0.95508385,0.998688525,0.999985394,0.003847281
93,0.934782609,0.955130241,0.998882265,0.999995149,0.002947046
94,0.931677019,0.954901529,0.998196721,0.999989829,0.004372729
95,0.934782609,0.956157457,0.999508197,1,0.001108911
96,0.934782609,0.956975524,0.998852459,0.999929566,0.005473297
97,0.931677019,0.955616971,0.999344262,0.999950751,0.002890867
98,0.931677019,0.957578844,0.999344262,0.999998084,0.001854649
99,0.934782609,0.957994388,0.999180328,1,0.001666814
2,0.934782609,0.957072169,0.999016393,0.999994625,0.00271028
3,0.934782609,0.956628077,0.999508197,0.999991372,0.001627249
4,0.928571429,0.956684235,0.999016393,0.999966662,0.003997965
5,0.934782609,0.957492133,0.998852459,0.999991498,0.002856415
6,0.931677019,0.95707818,0.997868852,0.999989684,0.004236104
7,0.934782609,0.958274777,0.999508197,0.999967395,0.002395318
8,0.934782609,0.958033697,0.999016393,1,0.002656726
9,0.931677019,0.956525262,0.999210134,0.999993571,0.002153322
10,0.934782609,0.957728246,0.999672131,1,0.001418681
11,0.931677019,0.957058034,0.999836066,1,0.001561252
12,0.934782609,0.958053106,0.999210134,0.99998606,0.003238941
13,0.931677019,0.957290005,0.9990462,1,0.00231143
14,0.931677019,0.956259014,0.998688525,0.999912631,0.004721509
15,0.931677019,0.957914996,0.9990462,0.999989703,0.002277001
16,0.934782609,0.958205932,0.999016393,0.99997525,0.002819809
17,0.934782609,0.958047905,0.999180328,0.999995124,0.002517431
18,0.934782609,0.95851295,0.999672131,0.99995268,0.002062373
19,0.934782609,0.957428241,0.999016393,1,0.002380718
20,0.934782609,0.958472688,0.999508197,0.999978547,0.00228005
21,0.931677019,0.957119465,0.99828614,0.999972979,0.00564773
22,0.934782609,0.956850414,0.999672131,1,0.000953248
23,0.928571429,0.956666264,0.999672131,1,0.000894156
24,0.931677019,0.957101945,0.999508197,1,0.001129355
25,0.931677019,0.95566168,0.997928465,0.999881115,0.00727368
26,0.934782609,0.956669583,0.999836066,1,0.000967062
27,0.931677019,0.955990873,0.999508197,0.999996045,0.002255252
28,0.931677019,0.956504224,0.999836066,1,0.00069372
29,0.934782609,0.956727369,0.99852459,0.999981243,0.006016474
30,0.934782609,0.955222307,0.999672131,1,0.000726805
31,0.928571429,0.955475378,0.995901639,0.998401427,0.02440817
32,0.931677019,0.956202967,0.999016393,0.999891128,0.004124745
33,0.931677019,0.957917354,0.999672131,1,0.001280691
34,0.931677019,0.956650277,0.999836066,1,0.000810019
35,0.931677019,0.957024497,0.999210134,1,0.001860169
36,0.931677019,0.956075482,0.999180328,0.999979276,0.00285106
37,0.931677019,0.95543246,0.999836066,1,0.0009959
38,0.931677019,0.956731125,1,1,0.000527877
39,0.931677019,0.955844181,0.999016393,0.999955345,0.003842292
40,0.931677019,0.955212186,0.999508197,0.999992669,0.002603403
41,0.934782609,0.956821237,0.999836066,0.999996786,0.001250618
42,0.934782609,0.956812856,0.999701937,1,0.000713387
43,0.934782609,0.955963135,0.999672131,1,0.000842114
44,0.931677019,0.955306501,0.999344262,1,0.001736422
45,0.934782609,0.95374832,0.999016393,0.999959909,0.004473348
46,0.934782609,0.95555275,1,1,0.000704501
47,0.928571429,0.956418471,0.998852459,0.999991961,0.003139989
48,0.934782609,0.954991313,0.999538003,1,0.001165707
49,0.931677019,0.952905547,0.999180328,0.999985068,0.003189895
50,0.931677019,0.954128807,0.999836066,1,0.000983367
51,0.931677019,0.954405105,1,1,0.000393908
52,0.934782609,0.957160432,0.999508197,1,0.001304128
53,0.934782609,0.955785228,0.999836066,1,0.000774462
54,0.934782609,0.955263828,0.99923994,0.999993656,0.00216604
55,0.934782609,0.957786439,0.999180328,0.999998318,0.002843229
56,0.934782609,0.958115387,1,1,0.000438146
57,0.937888199,0.957958593,0.997630402,0.999932177,0.005946422
58,0.931677019,0.957999748,0.99923994,0.999974087,0.004031289
59,0.937888199,0.958333495,0.999344262,0.999807059,0.005020192
60,0.934782609,0.959174966,0.999672131,1,0.001267013
61,0.934782609,0.957208516,0.9990462,1,0.002576962
62,0.937888199,0.957551509,0.999374069,0.999996293,0.001823662
63,0.934782609,0.958432498,0.999672131,0.99997501,0.002568763
64,0.934782609,0.957622707,0.999538003,1,0.001733259
65,0.934782609,0.95711023,0.999836066,1,0.000834748
66,0.934782609,0.958207791,0.999672131,1,0.000843515
67,0.934782609,0.957362277,0.999701937,1,0.001359374
68,0.934782609,0.957449919,0.999836066,0.999996951,0.000993209
69,0.934782609,0.958543477,0.999836066,0.999997686,0.001194356
70,0.934782609,0.957156669,0.998032787,0.999712759,0.008113715
71,0.937888199,0.95704487,1,1,0.000536525
72,0.937888199,0.957081812,0.999508197,1,0.001594685
73,0.934782609,0.957636804,0.999672131,1,0.001057868
74,0.937888199,0.956574762,0.999374069,1,0.001666648
75,0.931677019,0.956301767,0.999210134,1,0.001677441
76,0.931677019,0.9564098,0.999344262,0.999989804,0.001515329
77,0.934782609,0.957028816,0.998554396,0.999994996,0.004369385
78,0.931677019,0.956988049,0.999672131,0.999998277,0.00135949
79,0.931677019,0.955700756,0.999836066,1,0.001492656
80,0.931677019,0.957614066,0.999508197,1,0.002001424
81,0.931677019,0.957111724,0.999508197,1,0.001454756
82,0.937888199,0.958632963,0.999836066,0.999996293,0.001643051
83,0.940993789,0.958141315,0.999344262,0.999964584,0.002264336
84,0.937888199,0.95683829,0.999836066,1,0.001222989
85,0.931677019,0.957650974,0.999836066,1,0.000561127
86,0.934782609,0.959077689,0.999180328,1,0.001537065
87,0.937888199,0.958640256,0.999210134,0.99999426,0.002541229
88,0.937888199,0.957483039,0.999672131,0.999996786,0.00161998
89,0.937888199,0.956332013,0.999210134,1,0.001716324
90,0.931677019,0.957514905,0.999836066,1,0.000901617
91,0.937888199,0.956452727,0.999672131,1,0.00097012
92,0.934782609,0.958290324,0.998852459,1,0.003148137
93,0.937888199,0.959072481,0.999672131,0.999997223,0.00120952
94,0.937888199,0.958257893,1,1,0.00036494
95,0.934782609,0.95890522,1,1,0.000636319
96,0.937888199,0.959103853,1,1,0.000325251
97,0.937888199,0.957133476,0.999672131,1,0.000621928
98,0.937888199,0.957613872,0.999836066,1,0.000661743
99,0.934782609,0.957731321,0.999836066,1,0.000829579
3,0.937888199,0.960196999,0.999672131,1,0.000655473
4,0.937888199,0.960271419,0.999672131,0.999997095,0.001308969
5,0.934782609,0.961043564,0.999508197,1,0.00121894
6,0.934782609,0.960795878,0.999836066,1,0.000384041
7,0.934782609,0.959754271,0.999344262,0.999998146,0.001334808
8,0.931677019,0.958831174,0.999672131,1,0.000715962
9,0.934782609,0.959045215,0.999836066,1,0.001393566
10,0.934782609,0.958902783,0.999672131,1,0.000799832
11,0.934782609,0.957888393,0.999672131,1,0.000589777
12,0.934782609,0.959455835,1,1,0.000226951
13,0.934782609,0.959237183,0.999836066,1,0.00048186
14,0.934782609,0.960038259,0.999836066,1,0.001116137
15,0.934782609,0.959450842,0.999672131,1,0.001061434
16,0.934782609,0.959644658,1,1,0.000149307
17,0.934782609,0.960368708,1,1,0.000378786
18,0.934782609,0.959444311,0.999672131,0.999989684,0.001306229
19,0.934782609,0.960247541,0.999836066,0.999836066,0.000919987
20,0.934782609,0.957899124,0.999180328,0.999983014,0.003076633
21,0.937888199,0.959998697,0.999374069,1,0.000946543
22,0.934782609,0.959437607,0.999836066,1,0.00086786
23,0.934782609,0.960067507,0.999836066,1,0.000915703
24,0.934782609,0.959348294,1,1,0.000389019
25,0.934782609,0.959949497,1,1,0.000157565
26,0.934782609,0.959679335,0.999344262,0.99997687,0.002463739
27,0.934782609,0.959082274,0.999672131,1,0.001281155
28,0.934782609,0.960005727,0.999672131,1,0.000941205
29,0.934782609,0.959661131,1,1,0.000338982
30,0.934782609,0.960378231,0.999672131,1,0.000923413
31,0.931677019,0.959795951,0.999076006,0.999990893,0.002941164
32,0.934782609,0.959034554,0.999672131,1,0.000928485
33,0.931677019,0.958753046,1,1,0.000327571
34,0.931677019,0.958876792,1,1,0.000137777
35,0.934782609,0.959378939,0.999836066,1,0.000777143
36,0.934782609,0.957545576,1,1,6.72E-05
37,0.934782609,0.958287627,1,1,0.000346197
38,0.931677019,0.960016346,0.998554396,0.99991229,0.006478867
39,0.934782609,0.961610749,0.999210134,1,0.002813252
40,0.937888199,0.960435198,0.999836066,1,0.000505963
41,0.934782609,0.960415747,0.999180328,0.99996838,0.002596977
42,0.934782609,0.961931338,1,1,0.000363001
43,0.934782609,0.959763196,1,1,0.000241645
44,0.931677019,0.961658987,0.999836066,1,0.00040153
45,0.934782609,0.962097477,0.999836066,1,0.000372419
46,0.934782609,0.962250664,0.999508197,0.999982744,0.001929701
47,0.934782609,0.961771595,1,1,0.000401085
48,0.937888199,0.962724598,0.999672131,1,0.000715118
49,0.934782609,0.960562319,1,1,0.000229555
50,0.934782609,0.961467418,1,1,0.000243852
51,0.934782609,0.960195438,0.999672131,1,0.000757334
52,0.934782609,0.962194353,0.999672131,1,0.001156586
53,0.931677019,0.961963808,1,1,0.000244016
54,0.934782609,0.962784726,1,1,0.000125213
55,0.934782609,0.962204997,0.999672131,1,0.00110883
56,0.934782609,0.961662518,0.999836066,1,0.000582761
57,0.928571429,0.959716389,0.999836066,1,0.000588736
58,0.931677019,0.96140374,0.999836066,1,0.000942618
59,0.931677019,0.961310109,0.997868852,0.999684656,0.007476699
60,0.934782609,0.959465623,0.999672131,0.999997439,0.001297553
61,0.934782609,0.961626567,1,1,0.000285762
62,0.931677019,0.961659558,0.999836066,0.999993972,0.000691673
63,0.934782609,0.960495158,0.999836066,1,0.000688345
64,0.934782609,0.958775383,0.999344262,0.999997967,0.001483717
65,0.931677019,0.961558364,0.999508197,1,0.001679787
66,0.931677019,0.961187647,1,1,0.000513491
67,0.931677019,0.960744821,0.999180328,0.999957521,0.003549028
68,0.934782609,0.961937474,0.999016393,0.999989754,0.003093873
69,0.931677019,0.962720674,0.999180328,0.999997686,0.001438596
70,0.931677019,0.961542705,0.999836066,1,0.000731412
71,0.931677019,0.962066434,1,1,0.000249299
72,0.937888199,0.962441767,0.999672131,0.99999826,0.00129756
73,0.934782609,0.96171216,1,1,0.000123131
74,0.934782609,0.961975115,1,1,0.000588934
75,0.937888199,0.96236664,0.999836066,1,0.000627464
76,0.931677019,0.961631971,0.999836066,1,0.000597245
77,0.934782609,0.961113469,1,1,0.000151312
78,0.931677019,0.9619275,0.999836066,1,0.000392453
79,0.937888199,0.961672963,0.999836066,1,0.000383777
80,0.928571429,0.961386322,0.999672131,0.999983795,0.001983674
81,0.934782609,0.961716339,0.999836066,1,0.000430053
82,0.934782609,0.961680597,0.999836066,1,0.000771526
83,0.934782609,0.961243664,1,1,0.000112159
84,0.934782609,0.962119087,1,1,8.20E-05
85,0.934782609,0.962023793,1,1,0.000135885
86,0.931677019,0.961005388,0.999508197,0.999996347,0.001682983
87,0.928571429,0.958560295,0.999836066,1,0.00052005
88,0.931677019,0.959110014,0.999508197,1,0.002435527
89,0.934782609,0.959479677,0.999836066,1,0.000301433
90,0.931677019,0.961196625,0.99852459,0.999979434,0.006432915
91,0.928571429,0.960834497,0.999508197,1,0.001496076
92,0.934782609,0.96015194,0.999836066,1,0.000686641
93,0.934782609,0.960582943,0.999836066,1,0.000329245
94,0.931677019,0.9600706,0.999672131,1,0.000897785
95,0.934782609,0.959747248,1,1,0.000262945
96,0.934782609,0.960053489,0.999836066,1,0.000666983
97,0.931677019,0.959715708,1,1,0.000383835
98,0.934782609,0.960350176,1,1,0.000419409
99,0.931677019,0.959466136,0.999836066,1,0.000541314
4,0.934782609,0.957888009,0.999344262,1,0.002037808
5,0.934782609,0.958298476,0.999672131,1,0.001375207
6,0.934782609,0.960276939,1,1,0.000379094
7,0.934782609,0.959013544,0.999672131,1,0.000651452
8,0.931677019,0.961354843,0.999836066,1,0.001090561
9,0.940993789,0.961315847,1,1,9.76E-05
10,0.934782609,0.961141128,1,1,0.00015374
11,0.934782609,0.960367507,0.999836066,1,0.000404677
12,0.934782609,0.960066954,1,1,0.000269113
13,0.934782609,0.958888324,1,1,6.42E-05
14,0.934782609,0.958128651,0.999836066,1,0.000436189
15,0.931677019,0.957789392,0.999374069,0.99999574,0.002000522
16,0.940993789,0.959708936,0.999672131,1,0.000591112
17,0.937888199,0.95846279,0.999672131,1,0.000779566
18,0.934782609,0.958310716,0.999180328,1,0.002365898
19,0.937888199,0.960497051,0.999508197,1,0.001593159
20,0.937888199,0.960725698,0.999344262,1,0.001484509
21,0.937888199,0.961733504,1,1,0.000145548
22,0.934782609,0.961720068,1,1,0.000272172
23,0.934782609,0.96200471,0.999508197,0.999993705,0.00077249
24,0.934782609,0.961501557,0.999836066,1,0.000511034
25,0.934782609,0.960506895,0.999344262,1,0.001963979
26,0.934782609,0.9609746,1,1,0.000236486
27,0.934782609,0.960485877,0.999836066,1,0.000674922
28,0.934782609,0.96033256,0.998852459,0.999880137,0.00540333
29,0.931677019,0.958888981,0.999344262,0.999991652,0.002205105
30,0.931677019,0.95927765,0.999836066,1,0.000690667
31,0.931677019,0.959326404,0.999538003,1,0.001578253
32,0.931677019,0.959262028,0.999180328,0.999985129,0.003666443
33,0.934782609,0.958761675,0.999374069,1,0.001234144
34,0.931677019,0.957624737,1,1,0.000341232
35,0.934782609,0.958848494,0.999672131,1,0.000607982
36,0.934782609,0.958054705,0.999016393,0.999992753,0.002092224
37,0.934782609,0.959474657,1,1,0.000213435
38,0.934782609,0.959002498,0.999508197,0.999957749,0.001345701
39,0.931677019,0.957986284,0.999508197,0.999996951,0.001822272
40,0.928571429,0.959505066,0.999508197,1,0.000959618
41,0.934782609,0.9590657,1,1,0.000140793
42,0.934782609,0.959756111,0.999672131,1,0.001430127
43,0.934782609,0.95979346,1,1,0.000114955
44,0.931677019,0.957996146,0.999836066,1,0.000392196
45,0.931677019,0.957799527,0.999836066,1,0.000771716
46,0.931677019,0.959205535,0.999672131,1,0.000901468
47,0.931677019,0.957823483,0.999508197,0.999991106,0.001252055
48,0.934782609,0.958795388,1,1,0.000463346
49,0.934782609,0.958341554,0.998941878,0.99985352,0.005503951
50,0.931677019,0.959386368,0.999672131,1,0.000731077
51,0.934782609,0.959637359,1,1,0.00020217
52,0.934782609,0.959056083,0.999344262,0.999992091,0.001156334
53,0.934782609,0.961171449,0.997213115,0.999486902,0.011425673
54,0.934782609,0.961821695,0.999836066,1,0.000580559
55,0.934782609,0.961350153,0.999836066,1,0.001127963
56,0.934782609,0.960763486,0.999701937,1,0.000836186
57,0.934782609,0.960139897,1,1,0.000371205
58,0.931677019,0.961141138,0.999508197,1,0.00124357
59,0.934782609,0.960436484,1,1,0.000318584
60,0.934782609,0.95922109,1,1,0.000384675
61,0.931677019,0.960173938,0.999508197,0.999984894,0.001385524
62,0.931677019,0.960950733,0.999836066,1,0.000509488
63,0.931677019,0.960803834,0.999836066,1,0.000288845
64,0.934782609,0.959464817,0.999508197,0.999997612,0.001820139
65,0.931677019,0.961574826,0.999836066,1,0.001247431
66,0.931677019,0.960985674,0.99923994,0.999986489,0.000903389
67,0.931677019,0.960432101,0.999836066,1,0.00061382
68,0.931677019,0.959654997,0.999836066,1,0.000575798
69,0.934782609,0.959008829,0.999508197,0.999997095,0.00113886
